Title,Description,Creator,Donor,Date,Date is Approximate?,Keywords,Coverage,Latitude,Longitude,Relation,Publisher,Source,Identifier,Rights,Rights (Standardized),Format Original,Type,Format Digital,Language,Filename,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
Lynd Deep Creek homestead with family,"In 1884, Samuel and Elizabeth Tipton Lynd homesteaded Deep Creek Ranch. They originally came from Lawrence County, Ohio with their son Andrew Lynd and daughter-in-law Mary Matilda Lynd. Elizabeth's parents came out here with them, James and Mary Tipton. James and Mary Tipton are buried at Freeze, Idaho. Four years later in 1888 Samuel passed away. The deed for the 160 acre ranch was also legalized then. Their son andrew made it a prosperous ranch. Both couples are buried in Palouse with beautiful joint headstones next to each other.",,"Vowels, Mickey Lynd",1900-01-01,yes,homesteads; families; horses; farming; livestock,United States -- Idaho -- Latah County -- Potlatch,46.927464,-116.903122,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_LyndM_001,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1462,1462,1463.jp2,/phs/image/1463.jp2
Logging on the Katzenberger property,"Photograph of John Valentine (J.V., in the middle) with a dog and another man on the Katzenberger property. The two men can be seen holding a crosscut saw, in preparations to cut down a large Douglas Fir tree.","Decker, W. (Cora, ID)","Palmer, Janice",1900-01-01,yes,saws; timber forests,United States -- Idaho -- Latah County -- Potlatch,46.972001,-116.835471,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_PalmerJ_006,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1463,1463,1464.jp2,/phs/image/1464.jp2
W.I & M depot during construction,"The Washington, Idaho & Montana railroad depot during its construction. Freshly laid tracks can be seen in front of the depot.",,Gary Strong,1900-01-01,yes,railroads; railroad stations,United States -- Idaho -- Latah County -- Potlatch,46.921507,-116.901926,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_PotlatchHistorical_004,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1464,1464,1465.jp2,/phs/image/1465.jp2
Family at homestead,"Vern, Jane, and Lyman Clark in front of their homestead. Vern holds the reins to a three horse team.",,"Rohn, Joe",1900-01-01,,families; horses,United States -- Idaho -- Latah County -- Potlatch,46.925027,-116.895298,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_030b,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,scrapbook page,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1465,1465,1466.jp2,/phs/image/1466.jp2
Freeze Church,"View of Freeze Church, which was built in 1899. A group of people are gathered in the front of the church.",,"Rohn, Joe",1900-01-01,yes,churches; horses,United States -- Idaho -- Latah County -- Freeze,46.963018,-116.949383,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_032a,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,scrapbook page,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1466,1466,1467.jp2,/phs/image/1467.jp2
Andrew Lynd mini biography,"An excerpt from the History of North Idaho about Andrew Lynd and his family history, as well as his contributions to the Potlatch and Palouse communities. It lists his accomplishments, contributions, and family ties in different cities around the country.",,,1903-01-01,yes,local histories; education; farming; livestock; families,United States -- Idaho -- Latah County -- Potlatch,46.926662,-116.900807,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_LyndM_005,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,book,text,application/pdf,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1467,1467,1468.pdf,/phs/image/1468.pdf
Bysegger Threshing Crew,Gotfried Bysegger custom threshing crew on Soncarty place,,"Soncarty, Virginia",1900-01-01,yes,treshing; fields,United States -- Idaho -- Latah County -- Elmore,47.031053,-116.886714,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_025,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1468,1468,1469.jp2,/phs/image/1469.jp2
Rohn children,"Fred, Francis, and Frank Rohn as children.",,"Rohn, Joe",1900-01-01,yes,families; children,United States -- Idaho -- Latah County -- Potlatch,46.925027,-116.895298,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_RohnJ_020,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,scrapbook page,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1469,1469,1470.jp2,/phs/image/1470.jp2
Willie Bysegger herding sheep,On the Bysegger homestead,,"Soncarty, Virginia",1900-01-01,yes,homesteads; sheep (Ovis aries),United States -- Idaho -- Latah County -- Onaway,46.928806,-116.893486,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_042,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1470,1470,1471.jp2,/phs/image/1471.jp2
Bysegger family,"Names read as subjects appear, left to right: Fred, John, Charlie, and Willie. Emma, Ida and Grandpa Bysegger. Grandma Bysegger. Ida on her father's lap. Mary and Clara on her mother's lap. Eddie in additional picture c. 1905.",,"Soncarty, Virginia",1900-01-01,yes,families; portraits,United States -- Idaho -- Latah County -- Potlatch,46.921918,-116.900861,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_045,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1471,1471,1472.jp2,/phs/image/1472.jp2
Bysegger custom threshing crew,The Bysegger threshing crew bringing in freshly threshed wheat and grain to be stored.,,"Soncarty, Virginia",1900-01-01,yes,threshing; fields,United States -- Idaho -- Latah County -- Onaway,46.92827,-116.893636,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_047,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1472,1472,1473.jp2,/phs/image/1473.jp2
Then and now picture of barn in northern Latah County,"Barn near Freeze Church in northern Latah County. Black and white photo with Bysegger threshing crew, modern photo with Norman Soncarty and his 1997 Chevy truck, taken by Virginia Soncarty.",,"Soncarty, Virginia",1900-01-01,yes,barns; threshing; fields,United States -- Idaho -- Latah County -- Freeze,46.967604,-116.951668,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_048,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1473,1473,1474.jp2,/phs/image/1474.jp2
Bysegger custom threshing crew,The Bysegger threshing crew with an erected wooden structure in the background.,,"Soncarty, Virginia",1900-01-01,yes,threshing; fields,United States -- Idaho -- Latah County -- Onaway,46.931113,-116.892742,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_SoncartyV_046,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1474,1474,1475.jp2,/phs/image/1475.jp2
Katzenberger homestead,Photograph of the Katzenberger place.,,Gary Strong,1900-01-01,yes,homesteads; log cabins; corrals; forests;,United States -- Idaho -- Latah County -- Potlatch,47.00347,-116.903162,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_009,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1475,1475,1476.jp2,/phs/image/1476.jp2
Elmore homestead,The Elmore place before 1900. The old house still stands behind the home. Charley Bysegger built there.,,Gary Strong,1900-01-01,yes,homesteads; fields; horses; wood,United States -- Idaho -- Latah County -- Potlatch,47.026561,-116.89592,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongG_028,"No Copyright - United States. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/NoC-US/1.0/",https://creativecommons.org/publicdomain/mark/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1476,1476,1477.jp2,/phs/image/1477.jp2
Nirk Family portrait,"The Nirk family portrait. Names read as subjects appear, left to right, front to back: Nirk, John Matthew; Allen, Bertha Clemina; Nirk, Durell Irwin.",,Gary Strong,1900-01-01,yes,portraits; families,United States -- Idaho -- Latah County -- Potlatch,46.988251,-116.906252,,,Latah County Common Heritage Collection - https://www.lib.uidaho.edu/digital/lcheritage/index.html,CH_StrongGE_006,"In Copyright - Educational Use Permitted. Digital reproduction rights assigned to the University of Idaho Library by donor. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. http://rightsstatements.org/vocab/InC-EDU/1.0/",http://rightsstatements.org/vocab/InC-EDU/1.0/,photograph,image; still image,image/jpg,eng,,,2017-10-02,2017-10-02,http://digital.lib.uidaho.edu/cdm/ref/collection/phs/id/1477,1477,1478.jp2,/phs/image/1478.jp2
