title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,collection,cdm-number,cdm-alias,portal-id
Cleaning Pond,,1915,A photograph of the frequent chore of cleaning out the pond of debris and miscellaneous dirt off the logs.,United States--Idaho--Latah County--Potlatch,Sawmill Pond cleaning,46.920761,-116.908018,Image;StillImage,image/jpeg,,Potlatch Historical Society,710,phs,phs-710
Lumber Shipping Dock,,1920,"A photograph of the lumber shipping dock at the Potlatch Lumber Company in Potlatch, Idaho around 1920. The workers are on electric buggies to transport lumber to the shipping dock. The lumber is stacked on end in the back to prevent dust accumulation, reduce lumber damage, and efficiently use floor space.",United States--Idaho--Latah County--Potlatch,Lumber Storage,46.926923,-116.908616,Image;StillImage,image/jpeg,,Potlatch Historical Society,711,phs,phs-711
Weyerhaeuser Men,,1911,"A photograph of the men who came west with Weyerhaeuser to start up the Potlatch mill. They had jobs like clerk, foreman, superintendents, and chief graders. Photo was taken prior to 1915.",United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,712,phs,phs-712
Japanese Trade Delegation,,1909,A photograph of a 55 member Japanese trade delegation that visited Potlatch during their 80 day tour of the U.S.,United States--Idaho--Latah County--Potlatch,Visitors; Tours,46.928752,-116.931616,Image;StillImage,image/jpeg,,Potlatch Historical Society,713,phs,phs-713
The Mill,,1915,"A photograph of the Mill at Potlatch Lumber Company in Potlatch, ID.",United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,714,phs,phs-714
Japanese Trade Delegation at Pond,,1909,A photograph of the Japanese trade delegation at the log pond.,United States--Idaho--Latah County--Potlatch,Visitors; Tours,46.920761,-116.908018,Image;StillImage,image/jpeg,,Potlatch Historical Society,715,phs,phs-715
Plant Supervisors,,1911,"A photograph of J.P. Hambly, yard supervisor; B.J. Wagner, shipping supervisor; A.J. Kust, planing mill supervisor; and M.G. Wagner, dry sheds and dock supervisor at the lumber shipping office. They all had to work closely together to expedite lumber shipping orders.",United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,716,phs,phs-716
"Box Factory, Planer, and Shipping Dock",,1920,"A photograph of the shipping dock, box factory, and planer with a full load of lumber on the train from the yard to the planer.",United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.925186,-116.908273,Image;StillImage,image/jpeg,,Potlatch Historical Society,717,phs,phs-717
Victor Beplate,,1989-11-01,Victor Beplate on Ruke Zimmerman's Place.,United States--Idaho--Latah County--Deep Creek,portrait; tree,46.982643,-116.900279,Image;StillImage,image/jpeg,,Potlatch Historical Society,718,phs,phs-718
Power Plant No. 2,,1920,"A photograph of the number 2 power plant at the Potlatch Lumber Company in Potlatch, Idaho",United States--Idaho--Latah County--Potlatch,Power Plant: Sawmill,46.922218,-116.907427,Image;StillImage,image/jpeg,,Potlatch Historical Society,719,phs,phs-719
The Sawmill,,1915,"A photograph of the sawmill in Potlatch, Idaho with a view of the log pond and log slip.",United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,720,phs,phs-720
Oscar Swenson,,1915,A photograph of grader Oscar Swenson,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,721,phs,phs-721
Wilber Cunningham and Albert Johnson,,1915,A photograph of dry and green lumber foreman Wilber Cunningham and Albert Johnson.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,722,phs,phs-722
Main Mill,,1915,A photograph of the main mill at Potlatch Lumber company,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.921137,-116.908472,Image;StillImage,image/jpeg,,Potlatch Historical Society,723,phs,phs-723
Erick Matson and Charlie Peterson,,1915,A photograph of Erick Matson and Charlie Peterson checking on lumber grading.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,724,phs,phs-724
W. D. Humiston,,1940,A photograph of A.W. Laird's Assistant General Manager W.D. Humiston who looked after and managed the lands of Potlatch Lumber Company. He is pointing to the Elk River area.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,725,phs,phs-725
Band Saw Elevator,,1920,A photograph of an elevator device used to raise and lower band saws from the filing room down to the head rigs so they can be changed in five minutes or less.,United States--Idaho--Latah County--Potlatch,Sawmill Machinery,46.922281,-116.076830,Image;StillImage,image/jpeg,,Potlatch Historical Society,726,phs,phs-726
Ludwig Swanson,,1915,A photograph of the dry kiln operator Ludwig Swanson checking control for proper settings.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,46.922538,-116.907389,Image;StillImage,image/jpeg,,Potlatch Historical Society,727,phs,phs-727
Main/Sawing Floor,,1920,"A photograph and summary of the interior of the main/sawing floor of the sawmill. It shows cants being fed through the 54"" gang-saw and explains the process of using the gang-saw.",United States--Idaho--Latah County--Potlatch,Sawmill Machinery,46.922281,-116.076830,Image;StillImage,image/jpeg,,Potlatch Historical Society,728,phs,phs-728
Ruke Zimmerman by Barn,,1989-11-01,Ruke Zimmerman by his barn.,United States--Idaho--Latah County--Deep Creek,portrait; barns,46.982643,-116.900279,Image;StillImage,image/jpeg,,Potlatch Historical Society,729,phs,phs-729
Main/Sawing Floor 2,,1920,A photograph of the interior of the main/sawing floor in the sawmill.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.076830,Image;StillImage,image/jpeg,,Potlatch Historical Society,730,phs,phs-730
Main/Sawing Floor 3,,1920,A photograph of the interior of the main/sawing floor in the sawmill.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.076830,Image;StillImage,image/jpeg,,Potlatch Historical Society,731,phs,phs-731
Tie and Timber Dock,,1920,A photograph of the north side of the sawmill tie and timber dock.,United States--Idaho--Latah County--Potlatch,Sawmill Equipment,46.922786,-116.910005,Image;StillImage,image/jpeg,,Potlatch Historical Society,732,phs,phs-732
1910 Flood,,1910,A photograph showing the three 20 foot gates and the one 10 foot gate open during the 1910 flood.,United States--Idaho--Latah County--Potlatch,Sawmill; Floods,46.921952,-116.909327,Image;StillImage,image/jpeg,,Potlatch Historical Society,733,phs,phs-733
"Pong, Log Slip, Boiler House, & Burner",,1920,"A photograph of the pond, log slip, boiler house, and burner at the Potlatch Lumber Company.",United States--Idaho--Latah County--Potlatch,Sawmill Machinery,46.922024,-116.908460,Image;StillImage,image/jpeg,,Potlatch Historical Society,734,phs,phs-734
Airplane Wing Pine,,1915,A photograph of unidentified people sawing white pine for airplane wing stock to be shipped to England during WWI.,United States--Idaho--Latah County--Potlatch,Sawmill Employees,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,735,phs,phs-735
Sawmill Interior Around Edgers,,1915,A photograph of the sawmill interior around edgers.,United States--Idaho--Latah County--Potlatch,Sawmill Interior,46.922281,-116.016830,Image;StillImage,image/jpeg,,Potlatch Historical Society,736,phs,phs-736
Lumber at the Sawmill,,1915,A photograph of a large pile of lumber on the shipping dock.,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922422,-116.907698,Image;StillImage,image/jpeg,,Potlatch Historical Society,737,phs,phs-737
Log Slip,,1920,A photograph of the log slip in use.,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922431,-116.908651,Image;StillImage,image/jpeg,,Potlatch Historical Society,738,phs,phs-738
White Pine Cant,,1915,A photograph of a large cant of white pine that was to be sent to England for airplane stock during WWI.,United States--Idaho--Latah County--Potlatch,lumber; Sawmill,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,739,phs,phs-739
Ruke Zimmerman's Barn,,1989-11-01,A man on the top of a ladder leaning against Ruke Zimmerman's barn.,United States--Idaho--Latah County--Deep Creek,barns; ladder; portrait,46.982643,-116.900279,Image;StillImage,image/jpeg,,Potlatch Historical Society,740,phs,phs-740
The Swede,,1915,"A photograph of an experimental mechanical device used to increase the height of the piles of lumber called ""The Swede."" It does not appear to do a good job.",United States--Idaho--Latah County--Potlatch,Lumber Yard; Sawmill Machinery,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,741,phs,phs-741
Track Snow Removal,,1915,A photograph of the powered track snow removal brush.,United States--Idaho--Latah County--Potlatch,locomotive; Snow Removal,,,Image;StillImage,image/jpeg,,Potlatch Historical Society,742,phs,phs-742
Yard Locomotives,,1915,A photograph of employees on the yard locomotives used to move green rough from chain to yard stacking. The piled stacks of lumber were assembled piece at a time with slow hard work.,United States--Idaho--Latah County--Potlatch,Lumber Yard; locomotives,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,743,phs,phs-743
Plant Machinery,,1920,A photograph of what looks to be planing machines.,United States--Idaho--Latah County--Potlatch,Sawmill Machinery,46.923686,-116.907903,Image;StillImage,image/jpeg,,Potlatch Historical Society,744,phs,phs-744
Planing Mill Interior,,1915,A photograph of the interior of the planing mill at Potlatch.,United States--Idaho--Latah County--Potlatch,Planing mills; planing machines,46.923686,-116.907903,Image;StillImage,image/jpeg,,Potlatch Historical Society,745,phs,phs-745
Lumber Yard Stack,,1915,A photograph of a stack of lumber with four bottom supports carried to three cross strips.,United States--Idaho--Latah County--Potlatch,Lumber Yard,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,746,phs,phs-746
Plant Interior,,1920,A photograph of the interior of a plant building.,United States--Idaho--Latah County--Potlatch,Sawmill Building,46.923686,-116.907903,Image;StillImage,image/jpeg,,Potlatch Historical Society,747,phs,phs-747
Potlatch Lumber Company,,1915,A photograph of the Potlatch Lumber Company with the mill and burner.,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,748,phs,phs-748
The Mill,,1920,A photograph of the sawmill at Potlatch Lumber Company,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.921843,-116.908065,Image;StillImage,image/jpeg,,Potlatch Historical Society,749,phs,phs-749
"Power House # 2, Planer, and Shipping Dock",,1913,"A photograph of the power house #2, the planer and lumber, and the shipping dock at the Potlatch Lumber Company",United States--Idaho--Latah County--Potlatch,Sawmill; Power House; Planer,46.922218,-116.907427,Image;StillImage,image/jpeg,,Potlatch Historical Society,750,phs,phs-750
Ruke Zimmerman's Hill,,1989-11-01,A tree on Ruke Zimmerman's Hill.,United States--Idaho--Latah County--Deep Creek,tree; hill; forest,46.982643,-116.900279,Image;StillImage,image/jpeg,,Potlatch Historical Society,751,phs,phs-751
Early Lumber Yard Stacks,,1913,A photograph of stacks of lumber during the early days of the mill when the pilers took great pride in the neatness of their piles to dry the White Pine Lumber.,United States--Idaho--Latah County--Potlatch,Lumber Yard; white pine,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,752,phs,phs-752
Sawmill,,1915,"A photograph of the log pond, log slip, and the mill at Potlatch.",United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,753,phs,phs-753
Out Houses,,1915,A photograph of the mill at potlatch but with a view of a one of the nine out houses scattered throughout the plant,United States--Idaho--Latah County--Potlatch,Sawmill; Outhouses,46.922281,-116.907683,Image;StillImage,image/jpeg,,Potlatch Historical Society,754,phs,phs-754
Log Slip and the Mill,,1920,A photograph of the log slip at the sawmill.,United States--Idaho--Latah County--Potlatch,Sawmill; lumber,46.922431,-116.908651,Image;StillImage,image/jpeg,,Potlatch Historical Society,755,phs,phs-755
Snowy Lumber Yard,,1915,A photograph of the lumber yard covered in snow.,United States--Idaho--Latah County--Potlatch,Lumber Yard; winter,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,756,phs,phs-756
Snow on Lumber Yard Tracks,,1915,A photograph of winter scenes in the yard where a worker stands next to the train tracks in the lumber yard.,United States--Idaho--Latah County--Potlatch,Lumber Yard,46.928036,-116.911513,Image;StillImage,image/jpeg,,Potlatch Historical Society,757,phs,phs-757
Women in the Box Factory,,1918,A photograph of women in the box factory with a nailing machine behind them.,United States--Idaho--Latah County--Potlatch,Box Factory; Women,46.925183,-116.908273,Image;StillImage,image/jpeg,,Potlatch Historical Society,758,phs,phs-758
